,phi1_right,PHI_right,phi2_right,phi1_left,PHI_left,phi2_left,misorientation,mis_x_right,mis_y_right,mis_z_right,mis_x_left,mis_y_left,mis_z_left,Length,Trace,x_start,y_start,x_end,y_end,gbID_right,gbID_left,Sigma,Distance_Center,Void_id,x_junction,y_junction,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
146402,4.75,0.111,1.799,4.667,0.167,1.922,3.98,6.0,11.0,-9.0,6.0,11.0,-9.0,5.292,160.9,977.0,128.75,982.0,130.48,152.0,232.0,2.48188,2.040501228480022,20.0,-1.0,-1.0,-1.0,0.0,0.13031605154322057,1,1.0
146476,4.913,0.626,1.648,4.75,0.111,1.799,29.59,-1.0,-27.0,0.0,-1.0,-27.0,0.0,18.583,23.8,996.0,139.72,1013.0,132.21,284.0,152.0,5.4473,20.43386496546975,20.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.6
146583,3.66,0.802,2.224,4.099,0.074,2.729,55.3,-6.0,-15.0,13.0,-6.0,-15.0,13.0,12.702,90.0,1.0,263.85,1.0,276.55,486.0,501.0,5.80703,19.792884236960184,7.0,-1.0,-1.0,-1.0,0.0,0.08504858891847296,1.0,0.9
146584,4.04,0.574,1.809,3.66,0.802,2.224,20.05,19.0,6.0,-7.0,19.0,6.0,-7.0,16.773,93.4,1.0,276.55,2.0,293.29,557.0,486.0,5.90423,19.792884236960184,7.0,-1.0,-1.0,-1.0,0.0,0.2633927780350434,1.0,0.9
146652,2.819,0.787,3.417,4.04,0.574,1.809,55.22,-16.0,17.0,17.0,-16.0,17.0,17.0,13.856,90.0,2.0,293.29,2.0,307.15,664.0,557.0,5.30113,23.081069772057702,7.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.7
146744,2.819,0.787,3.417,2.676,0.6,3.408,13.77,-26.0,-5.0,15.0,-26.0,-5.0,15.0,20.298,129.8,22.0,295.6,35.0,311.19,664.0,521.0,5.44272,15.655624005255271,7.0,4.1016689282318195,273.51652817919074,27.604663159555564,2.0,0.7746042543427206,1.0,1.0
146781,2.676,0.6,3.408,2.187,0.852,3.96,25.43,1.0,-9.0,-4.0,1.0,-9.0,-4.0,10.066,6.6,35.0,270.78,45.0,269.62,521.0,451.0,5.3844,16.278927066555433,7.0,4.1016689282318195,273.51652817919074,30.304067356200676,2.0,0.8202182656646919,1.0,1.0
146833,3.668,0.84,2.567,5.802,0.295,1.014,38.1,8.0,4.0,-5.0,8.0,4.0,-5.0,8.0,120.0,67.0,367.77,71.0,374.7,759.0,771.0,5.87772,2.9296875,5.0,-1.0,-1.0,-1.0,0.0,0.851518394375954,1.0,1.0
146908,3.668,0.84,2.567,5.44,0.39,0.448,48.24,21.0,-20.0,3.0,21.0,-20.0,3.0,19.009,178.3,74.0,369.5,93.0,370.08,759.0,778.0,5.54421,3.526491062082985,5.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
146909,5.44,0.39,0.448,5.802,0.295,1.014,38.97,4.0,-5.0,27.0,4.0,-5.0,27.0,17.926,93.2,71.0,374.7,72.0,392.6,778.0,771.0,5.82332,2.9296875,5.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
147311,0.753,0.721,5.522,6.064,0.756,0.267,40.03,-6.0,20.0,-9.0,-6.0,20.0,-9.0,29.052,3.4,197.0,239.6,226.0,237.87,411.0,468.0,5.89164,4.886740325393419,8.0,-1.0,-1.0,-1.0,0.0,0.2494932858904227,1.0,1.0
147416,0.688,0.73,5.647,6.064,0.756,0.267,36.56,-6.0,26.0,-9.0,-6.0,26.0,-9.0,7.211,166.1,226.0,237.87,233.0,239.6,461.0,468.0,5.91415,4.886740325393419,8.0,-1.0,-1.0,-1.0,0.0,0.44347933138550816,1.0,1.0
147434,0.668,0.944,5.514,6.064,0.756,0.267,45.71,0.0,5.0,-3.0,0.0,5.0,-3.0,48.014,146.4,233.0,239.6,273.0,266.16,439.0,468.0,3.90672,7.634181373189477,8.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.8
147437,0.753,0.721,5.522,0.668,0.944,5.514,13.78,-19.0,-10.0,6.0,-19.0,-10.0,6.0,15.275,49.1,234.0,237.87,244.0,226.32,411.0,439.0,5.75228,7.052982124165969,8.0,-1.0,-1.0,-1.0,0.0,0.048758295969876325,1.0,0.8
147706,1.739,0.286,4.809,2.717,0.428,3.772,21.19,19.0,1.0,6.0,19.0,1.0,6.0,9.165,169.1,323.0,137.99,332.0,139.72,224.0,217.0,5.8462,18.963212705801162,10.0,331.79390018484287,139.6484375,0.0,2.0,0.05623484067929758,1.0,1.0
147707,1.739,0.286,4.809,2.717,0.428,3.772,21.19,19.0,1.0,6.0,19.0,1.0,6.0,10.583,40.9,332.0,139.72,340.0,132.79,224.0,217.0,5.29119,18.963212705801162,10.0,331.79390018484287,139.6484375,0.0,2.0,0.046391572459830194,1.0,1.0
148414,1.869,0.487,3.831,1.127,0.296,5.232,44.58,-12.0,5.0,-27.0,-12.0,5.0,-27.0,8.327,16.1,542.0,209.0,550.0,206.69,418.0,412.0,5.70875,3.094368475429641,9.0,-1.0,-1.0,-1.0,0.0,0.3140881666905478,1.0,1.0
148519,1.869,0.487,3.831,2.279,0.374,3.979,32.06,1.0,5.0,-13.0,1.0,5.0,-13.0,33.645,162.0,559.0,200.34,591.0,210.73,418.0,266.0,5.80398,8.413133756959258,9.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
148752,2.5,0.62,4.029,1.498,0.582,4.635,34.44,-24.0,-8.0,11.0,-24.0,-8.0,11.0,17.01,118.1,633.0,377.01,641.0,392.02,787.0,786.0,5.77034,15.807223792424075,4.0,640.0979667282811,391.6015625000002,2.5421149729252077e-13,2.0,0.1648087320500567,1.0,0.5
148753,2.5,0.62,4.029,1.498,0.582,4.635,34.44,-24.0,-8.0,11.0,-24.0,-8.0,11.0,11.015,177.0,641.0,392.02,652.0,392.6,787.0,786.0,5.75647,7.43985775732521,4.0,640.0979667282811,391.6015625000001,1.6077746776921858e-13,2.0,0.3278357230959917,1.0,0.9
148759,5.572,0.21,1.434,1.498,0.582,4.635,55.08,-17.0,-13.0,-18.0,-17.0,-13.0,-18.0,23.007,178.6,635.0,374.7,658.0,375.28,742.0,786.0,2.6675,11.13624866058956,4.0,657.7153419593346,375.0,0.0,2.0,0.46296653378598557,1.0,0.7
148817,6.22,0.481,0.022,5.572,0.21,1.434,48.25,7.0,7.0,22.0,7.0,7.0,22.0,34.117,74.7,658.0,375.28,667.0,342.37,743.0,742.0,4.76991,11.13624866058956,4.0,657.7153419593346,375.0,0.0,2.0,0.16650445175493558,1.0,0.7
148820,4.195,0.66,1.692,2.5,0.62,4.029,56.41,-12.0,17.0,-22.0,-12.0,17.0,-22.0,7.211,133.9,660.0,390.29,665.0,395.48,788.0,787.0,5.83873,6.261568406607761,4.0,-1.0,-1.0,-1.0,0.0,0.21448424170004127,1.0,1.0
148822,4.195,0.66,1.692,6.22,0.481,0.022,55.92,-18.0,-19.0,-5.0,-18.0,-19.0,-5.0,22.271,8.9,661.0,380.47,683.0,377.01,788.0,743.0,5.64136,8.295664118799031,4.0,-1.0,-1.0,-1.0,0.0,0.2711250905379861,1.0,0.8
148846,2.5,0.62,4.029,4.195,0.66,1.692,56.41,-22.0,-17.0,12.0,-22.0,-17.0,12.0,22.121,6.0,667.0,394.33,689.0,392.02,787.0,788.0,4.37541,14.105964248331938,4.0,-1.0,-1.0,-1.0,0.0,0.05843028922040478,1.0,0.6
148993,4.585,0.435,2.275,5.997,0.53,0.62,40.72,-16.0,0.0,9.0,-16.0,0.0,9.0,12.055,5.5,724.0,431.86,736.0,430.7,792.0,896.0,5.90058,10.538149194949455,2.0,-1.0,-1.0,-1.0,0.0,0.2683051004696717,1.0,0.9
149082,4.585,0.435,2.275,5.248,0.1,1.108,36.03,-5.0,-7.0,12.0,-5.0,-7.0,12.0,19.079,54.8,753.0,430.13,764.0,414.54,792.0,872.0,4.92419,9.22766977743374,2.0,751.9765678053813,430.6698182711197,1.1929281322218328,2.0,0.30846677033792536,1.0,1.0
149083,5.997,0.53,0.62,5.248,0.1,1.108,29.8,11.0,-4.0,6.0,11.0,-4.0,6.0,27.154,126.1,753.0,432.44,769.0,454.37,896.0,872.0,3.76881,8.360089739881028,2.0,751.9765678053813,430.66981827111994,1.1834669609708017,2.0,0.4106217730973947,1.0,1.0
149439,2.678,0.685,3.628,6.068,0.447,5.989,34.81,15.0,-7.0,14.0,15.0,-7.0,14.0,36.715,157.8,843.0,838.89,877.0,852.75,1484.0,1520.0,5.60332,23.526139510984294,1.0,883.4327926895942,855.1248899647887,6.975957917783402,2.0,0.22761794099138,1.0,0.0
149555,2.678,0.685,3.628,6.007,0.648,0.118,27.56,6.0,4.0,7.0,6.0,4.0,7.0,11.136,51.1,877.0,852.75,884.0,844.09,1484.0,1552.0,4.88559,15.781217434357089,1.0,-1.0,-1.0,-1.0,0.0,0.18937638023937342,1.0,0.7
149556,2.678,0.685,3.628,6.007,0.648,0.118,27.56,6.0,4.0,7.0,6.0,4.0,7.0,7.024,175.3,884.0,844.09,891.0,844.66,1484.0,1552.0,5.63768,9.022620172298044,1.0,-1.0,-1.0,-1.0,0.0,0.11944164626662337,1.0,1.0
149557,6.007,0.648,0.118,6.068,0.447,5.989,23.7,13.0,-1.0,23.0,13.0,-1.0,23.0,8.718,143.4,877.0,852.75,884.0,857.94,1552.0,1520.0,5.7529,19.559172477569984,1.0,-1.0,-1.0,-1.0,0.0,0.14819952721178573,1.0,0.5
149587,6.068,0.447,5.989,1.935,0.363,4.875,52.91,16.0,2.0,13.0,16.0,2.0,13.0,18.147,112.7,885.0,858.52,892.0,875.26,1520.0,1616.0,5.71602,19.408941447328058,1.0,883.4327926895942,855.1248899647885,3.541349378413828,2.0,0.3369324409977486,1.0,0.5
149624,1.678,0.613,5.071,1.935,0.363,4.875,15.96,17.0,20.0,-3.0,17.0,20.0,-3.0,6.429,141.0,895.0,856.21,900.0,860.25,1639.0,1616.0,5.72684,10.923180923556721,1.0,-1.0,-1.0,-1.0,0.0,0.10932292389572708,1.0,0.9
149656,2.678,0.685,3.628,3.019,0.372,3.263,20.63,-19.0,20.0,5.0,-19.0,20.0,5.0,18.147,112.7,904.0,811.75,911.0,828.5,1484.0,1476.0,5.90825,20.613126298079248,1.0,910.2310536044363,828.125,0.0,2.0,0.19576818257345147,1.0,0.3
149660,4.493,0.767,1.556,2.678,0.685,3.628,50.36,1.0,15.0,-20.0,1.0,15.0,-20.0,7.024,55.3,907.0,834.27,911.0,828.5,1504.0,1484.0,4.57028,13.574537313103203,1.0,910.2310536044363,828.1250000000002,2.2737367544323206e-13,2.0,0.11940289552620012,1.0,0.8
149678,3.019,0.372,3.263,4.493,0.767,1.556,50.66,-7.0,19.0,9.0,-7.0,19.0,9.0,8.083,8.2,911.0,828.5,919.0,827.34,1476.0,1504.0,5.90385,20.613126298079248,1.0,918.0609981515712,827.1484375,0.0,2.0,0.13747725401788674,1.0,0.3
149692,5.576,0.655,0.815,4.493,0.767,1.556,40.25,22.0,13.0,4.0,22.0,13.0,4.0,13.115,67.6,914.0,839.47,919.0,827.34,1493.0,1504.0,3.89954,15.31293206127523,1.0,918.0609981515712,827.1484375,0.0,2.0,0.22313087200755632,1.0,0.7
149700,5.576,0.655,0.815,1.935,0.363,4.875,44.73,1.0,22.0,-17.0,1.0,22.0,-17.0,14.742,101.7,918.0,857.94,921.0,872.38,1493.0,1616.0,5.19312,21.15894637249791,1.0,-1.0,-1.0,-1.0,0.0,0.14543006894936852,1.0,0.3
149705,5.576,0.655,0.815,3.019,0.372,3.263,49.81,-20.0,-10.0,11.0,-20.0,-10.0,11.0,15.144,22.4,919.0,827.34,933.0,821.57,1493.0,1476.0,4.18236,26.269603042863586,1.0,910.9922982131854,829.9696180555555,7.610885529685712,1.0,0.16526063936350893,1.0,0.05
149918,0.34,0.546,5.93,3.989,0.506,1.619,55.5,-11.0,-13.0,-18.0,-11.0,-13.0,-18.0,10.0,180.0,985.0,394.33,995.0,394.33,810.0,761.0,4.95808,5.269074597474727,3.0,-1.0,-1.0,-1.0,0.0,0.2951600329701816,1.0,1.0
149975,0.34,0.546,5.93,3.989,0.506,1.619,55.5,-11.0,-13.0,-18.0,-11.0,-13.0,-18.0,21.385,10.9,1005.0,390.87,1026.0,386.82,810.0,761.0,5.9031,4.990202817975909,3.0,-1.0,-1.0,-1.0,0.0,0.2533936999581022,1.0,1.0
150262,0.178,0.619,0.079,1.862,0.665,3.923,50.44,-5.0,18.0,-17.0,-5.0,18.0,-17.0,37.541,31.5,7.0,550.21,39.0,530.58,2422.0,2403.0,5.14586,2.862205597673974,0.0,-1.0,-1.0,-1.0,0.0,0.10729171835085781,1.0,1.0
150313,1.862,0.665,3.923,0.953,0.397,5.2,39.67,-20.0,7.0,-19.0,-20.0,7.0,-19.0,18.583,83.8,39.0,530.58,41.0,512.11,2403.0,2407.0,5.62717,2.862205597673974,0.0,38.48684210526316,530.2685546875,0.0,2.0,0.7776522091761972,1.0,1.0
150314,0.953,0.397,5.2,0.178,0.619,0.079,36.26,-11.0,7.0,-14.0,-11.0,7.0,-14.0,30.616,148.1,39.0,530.58,65.0,546.75,2407.0,2422.0,5.09991,2.862205597673974,0.0,38.48684210526316,530.2685546875,0.0,2.0,0.030725051166142835,1.0,1.0
150439,0.108,0.39,5.994,3.973,0.805,1.911,53.76,10.0,-15.0,13.0,10.0,-15.0,13.0,13.614,162.7,89.0,149.53,102.0,153.58,199.0,215.0,5.71259,4.535463782223004,9.0,107.1217105263158,155.22135416666666,5.407644078810305,2.0,0.3538267952342086,1.0,1.0
150501,0.108,0.39,5.994,3.973,0.805,1.911,53.76,10.0,-15.0,13.0,10.0,-15.0,13.0,13.856,30.0,111.0,153.0,123.0,146.07,199.0,215.0,5.90612,4.49013157894737,9.0,107.1217105263158,155.22135416666669,4.507013008465942,2.0,0.4460380250068641,1.0,1.0
150666,1.965,0.318,4.37,4.209,0.473,1.638,51.13,-1.0,22.0,16.0,-1.0,22.0,16.0,13.317,145.7,235.0,243.06,246.0,250.57,1680.0,544.0,5.32517,1.811744849641348,2.0,245.90849007103654,250.26735645130373,0.28633903249102205,2.0,0.5490833003236821,1.0,1.0
150678,1.424,0.195,4.925,1.965,0.318,4.37,10.48,23.0,-18.0,5.0,23.0,-18.0,5.0,19.079,5.2,227.0,253.46,246.0,251.72,1878.0,1680.0,5.82735,2.862205597673977,2.0,-1.0,-1.0,-1.0,0.0,0.2901672695720151,1.0,0.8
150741,4.209,0.473,1.638,1.155,0.81,5.829,28.81,20.0,14.0,3.0,20.0,14.0,3.0,21.572,38.0,247.0,249.99,264.0,236.71,544.0,1428.0,5.88583,2.644319524351196,2.0,245.90849007103654,250.26735645130367,1.3217545367871881,2.0,0.2875943287440179,1.0,0.9
150742,1.424,0.195,4.925,1.155,0.81,5.829,51.44,-13.0,-11.0,-17.0,-13.0,-11.0,-17.0,38.0,133.2,247.0,252.3,273.0,280.01,1878.0,1428.0,5.91566,4.100247396581519,2.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.8
150827,4.784,0.684,1.048,2.635,1.033,4.1,15.31,-9.0,6.0,23.0,-9.0,6.0,23.0,9.866,24.2,273.0,176.09,282.0,172.05,259.0,247.0,4.02767,3.452965197586285,7.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
150888,2.635,1.033,4.1,0.024,0.245,0.398,55.63,-11.0,-11.0,-12.0,-11.0,-11.0,-12.0,10.392,90.0,294.0,167.43,294.0,177.82,247.0,254.0,5.88245,4.529362124103361,8.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
150925,0.865,0.248,5.806,2.002,0.274,4.083,38.7,12.0,-4.0,27.0,12.0,-4.0,27.0,4.619,150.0,307.0,177.25,311.0,179.56,261.0,273.0,5.64533,6.039203264629663,4.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
150931,3.81,0.48,2.534,5.62,0.974,0.632,35.44,21.0,1.0,21.0,21.0,1.0,21.0,5.292,79.1,309.0,255.77,310.0,250.57,1723.0,1765.0,4.29092,1.433516316409864,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
151077,2.456,0.444,3.933,4.178,0.58,1.274,52.1,7.0,18.0,-12.0,7.0,18.0,-12.0,15.144,22.4,355.0,217.66,369.0,211.89,883.0,720.0,4.81026,2.644319524351196,3.0,369.84194275082945,211.31172973008947,1.0904907938225945,1.0,0.2522339370371628,1.0,0.9
151106,3.973,0.214,2.123,4.508,0.691,1.075,42.99,-7.0,15.0,17.0,-7.0,15.0,17.0,5.292,100.9,366.0,199.76,367.0,204.96,372.0,584.0,5.77322,7.815132369696613,3.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.8
151112,3.973,0.214,2.123,4.178,0.58,1.274,43.02,-1.0,11.0,19.0,-1.0,11.0,19.0,6.0,120.0,367.0,204.96,370.0,210.16,372.0,720.0,5.90469,2.310777581783563,3.0,370.16354270109235,211.1805350825472,1.5391105572398207,1.0,0.32005723862600466,1.0,1.0
151122,3.973,0.214,2.123,2.456,0.444,3.933,33.58,9.0,-18.0,-14.0,9.0,-18.0,-14.0,22.03,155.2,371.0,211.89,391.0,221.13,372.0,883.0,5.86298,0.905872424820664,3.0,370.3423108552632,211.53706868489587,0.4543393289659414,1.0,0.5187302046857016,1.0,1.0
151338,5.931,0.457,0.252,2.72,0.626,3.444,34.24,-14.0,-5.0,6.0,-14.0,-5.0,6.0,9.165,130.9,472.0,170.9,478.0,177.82,257.0,227.0,5.43105,5.792461889192348,6.0,478.9779135338346,178.27915736607147,1.5529241568354901,1.0,0.2226148913341289,1.0,0.9
151353,4.624,0.724,2.324,2.72,0.626,3.444,40.23,18.0,18.0,7.0,18.0,18.0,7.0,6.928,150.0,478.0,177.82,484.0,181.29,278.0,227.0,5.73653,5.792461889192348,6.0,-1.0,-1.0,-1.0,0.0,0.24754122517929322,1.0,0.9
151359,5.931,0.457,0.252,1.464,0.695,5.551,49.35,-12.0,19.0,-15.0,-12.0,19.0,-15.0,9.019,116.3,482.0,184.75,486.0,192.84,257.0,290.0,5.772,4.668820203289576,6.0,480.0582637405321,180.61335151925724,3.9728442054872377,1.0,0.3951248814489257,1.0,1.0
151366,1.464,0.695,5.551,2.72,0.626,3.444,50.94,15.0,-8.0,-11.0,15.0,-8.0,-11.0,28.213,172.9,484.0,181.29,512.0,184.75,290.0,227.0,5.87204,6.695358374112248,6.0,481.48026315789474,180.77448918269232,2.184947298059697,1.0,0.1963245386846967,1.0,0.8
152333,3.785,0.577,2.013,2.154,0.468,4.244,58.93,-11.0,15.0,-9.0,-11.0,15.0,-9.0,12.22,169.1,125.0,540.98,137.0,543.29,1051.0,1105.0,5.85547,4.234427918684603,4.0,137.2641052631581,543.2949310887059,0.9625529343758132,2.0,0.28967540913355266,1.0,1.0
152404,2.154,0.468,4.244,3.785,0.577,2.013,58.93,-9.0,-15.0,11.0,-9.0,-15.0,11.0,15.011,2.2,141.0,543.29,156.0,542.71,1105.0,1051.0,5.51105,3.346396240515403,4.0,137.2641052631581,543.2949310887059,3.5523161523449267,2.0,0.5241207085843425,1.0,1.0
152801,4.054,0.785,2.626,1.183,0.611,4.355,40.19,5.0,-2.0,-14.0,5.0,-2.0,-14.0,14.0,38.2,265.0,297.34,276.0,288.68,521.0,538.0,4.44013,5.846984644687567,6.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
152916,1.46,0.645,4.036,3.137,0.575,3.089,52.0,14.0,-17.0,-3.0,14.0,-17.0,-3.0,18.037,176.3,251.0,546.75,269.0,547.91,1125.0,1092.0,4.53264,6.038519001991139,3.0,276.7766981132075,548.2626753324269,7.9129658163969,1.0,0.44994492336810493,1.0,0.9
153018,2.22,0.092,3.914,3.137,0.575,3.089,30.29,29.0,7.0,-4.0,29.0,7.0,-4.0,11.015,57.0,280.0,545.02,286.0,535.78,1097.0,1092.0,5.8236,5.023232588351538,3.0,276.9328947368422,548.2756760090031,4.4024927227751425,1.0,0.42016496532025305,1.0,1.0
153019,1.46,0.645,4.036,2.22,0.092,3.914,48.19,-5.0,19.0,-20.0,-5.0,19.0,-20.0,18.33,130.9,280.0,551.95,292.0,565.8,1125.0,1097.0,4.91778,6.351641878026955,3.0,276.8687209302326,548.371820547404,3.89127355206269,1.0,0.2840198741704437,1.0,0.9
153026,6.006,0.649,0.203,1.183,0.611,4.355,54.79,-9.0,16.0,-12.0,-9.0,16.0,-12.0,41.585,159.7,283.0,288.1,322.0,302.53,502.0,538.0,5.82798,4.363508042299512,6.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
153101,5.602,0.867,1.107,2.586,0.934,4.05,49.68,11.0,-1.0,-11.0,11.0,-1.0,-11.0,13.317,25.7,304.0,1154.7,316.0,1148.93,1759.0,1673.0,5.81773,9.46389402871894,0.0,318.325,1146.8312829525482,3.348821725567658,1.0,0.2213698804586805,1.0,0.9
153170,2.771,0.483,3.324,5.602,0.867,1.107,46.64,3.0,-19.0,14.0,3.0,-19.0,14.0,4.619,150.0,322.0,1148.93,326.0,1151.24,1712.0,1759.0,5.8235,9.46389402871894,0.0,319.93823076923087,1147.6369248794556,1.5456100271849478,2.0,0.17464157368990377,1.0,0.9
153175,2.586,0.934,4.05,2.771,0.483,3.324,42.48,-13.0,14.0,23.0,-13.0,14.0,23.0,6.0,180.0,323.0,1143.73,329.0,1143.73,1673.0,1712.0,5.64026,5.846984644687647,0.0,-1.0,-1.0,-1.0,0.0,0.17142857142857143,1.0,1.0
153176,2.586,0.934,4.05,2.771,0.483,3.324,42.48,-13.0,14.0,23.0,-13.0,14.0,23.0,14.0,60.0,329.0,1143.73,336.0,1131.61,1673.0,1712.0,5.91941,11.133166190945532,0.0,-1.0,-1.0,-1.0,0.0,0.1856146459033771,1.0,0.7
153193,5.602,0.867,1.107,0.447,0.821,5.466,53.2,-17.0,-14.0,-11.0,-17.0,-14.0,-11.0,13.115,127.6,326.0,1151.24,334.0,1161.63,1759.0,1723.0,5.89064,13.491509956891814,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.5
153195,0.447,0.821,5.466,2.771,0.483,3.324,38.3,-21.0,15.0,-16.0,-21.0,15.0,-16.0,6.11,70.9,326.0,1151.24,328.0,1145.46,1723.0,1712.0,5.00644,10.798222038564601,0.0,-1.0,-1.0,-1.0,0.0,0.12220855878225415,1.0,0.7
153196,0.447,0.821,5.466,2.771,0.483,3.324,38.3,-21.0,15.0,-16.0,-21.0,15.0,-16.0,24.98,16.1,328.0,1145.46,352.0,1138.53,1723.0,1712.0,5.87335,10.798222038564601,0.0,319.93823076923087,1147.6369248794556,7.725649572985831,2.0,0.30953343964249647,1.0,0.7
153345,0.089,0.692,6.059,4.183,0.225,2.822,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.021,122.1,370.0,215.93,387.0,243.06,466.0,451.0,4.92364,1.673198120257733,8.0,-1.0,-1.0,-1.0,0.0,0.3252025181535992,1.0,1.0
153422,4.183,0.225,2.822,0.089,0.692,6.059,60.0,1.0,-1.0,1.0,1.0,-1.0,1.0,9.165,10.9,389.0,246.53,398.0,244.8,451.0,466.0,5.1745,2.698301991378347,8.0,-1.0,-1.0,-1.0,0.0,0.34401591620348615,1.0,1.0
153478,3.96,0.684,2.346,0.042,0.335,5.931,59.02,-15.0,-13.0,8.0,-15.0,-13.0,8.0,18.583,156.2,400.0,355.65,417.0,363.15,566.0,599.0,5.74413,0.748096074985312,5.0,417.4101368078175,363.2652194737515,1.0610422048199915,1.0,0.6018751446360748,1.0,1.0
153562,0.042,0.335,5.931,0.465,0.248,5.344,13.37,18.0,-6.0,23.0,18.0,-6.0,23.0,6.429,81.1,417.0,371.24,418.0,364.89,599.0,597.0,5.85345,2.698301991378347,5.0,418.10691743119264,363.58155570962543,0.759357514696296,1.0,0.09039970413051145,1.0,0.9
153571,0.465,0.248,5.344,3.96,0.684,2.346,59.66,21.0,-21.0,1.0,21.0,-21.0,1.0,27.592,19.6,419.0,363.15,445.0,353.92,597.0,566.0,2.93034,2.368260276533861,5.0,418.2405704467355,362.98084298129584,0.4761079711568566,1.0,0.13342659384530933,1.0,0.9
154205,2.982,0.517,3.383,5.25,0.764,0.284,46.16,0.0,-17.0,-25.0,0.0,-17.0,-25.0,48.18,24.0,542.0,811.75,586.0,792.12,1384.0,1350.0,3.974,13.067473733533005,2.0,585.718,791.485647334505,0.0,2.0,0.1839376711755717,1.0,0.8
154380,2.982,0.517,3.383,2.7,0.568,3.778,12.41,-2.0,-19.0,-19.0,-2.0,-19.0,-19.0,12.22,70.9,581.0,818.11,585.0,806.56,1384.0,1380.0,5.8517,6.697643451135368,2.0,589.0277320754718,796.3129842712028,10.917101736507192,2.0,0.5133184036249183,1.0,1.0
154394,1.164,0.434,4.603,5.25,0.764,0.284,57.32,21.0,13.0,16.0,21.0,13.0,16.0,32.332,90.0,586.0,759.79,586.0,792.12,1354.0,1350.0,5.86488,13.067473733533005,2.0,-1.0,-1.0,-1.0,0.0,0.05045389546292008,1.0,0.8
154397,1.164,0.434,4.603,2.982,0.517,3.383,50.37,17.0,13.0,-13.0,17.0,13.0,-13.0,5.292,139.1,586.0,792.12,590.0,795.59,1354.0,1384.0,5.73293,8.364291974006445,2.0,585.718,791.485647334505,0.0,2.0,0.14008904493636712,1.0,0.9
154411,2.7,0.568,3.778,1.164,0.434,4.603,51.22,-15.0,-6.0,13.0,-15.0,-6.0,13.0,43.65,9.9,591.0,796.17,634.0,788.66,1380.0,1354.0,5.91693,7.48096074985358,2.0,589.0277320754718,796.3129842712028,1.9627234994814933,2.0,0.43714111728981275,1.0,0.9
154637,5.118,0.199,1.167,4.537,0.324,1.252,29.47,4.0,7.0,20.0,4.0,7.0,20.0,13.857,90.0,645.0,1015.56,645.0,1029.42,1580.0,1576.0,4.3004,5.69839873411975,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
154644,5.118,0.199,1.167,4.537,0.324,1.252,29.47,4.0,7.0,20.0,4.0,7.0,20.0,12.49,76.1,647.0,1010.94,650.0,998.82,1580.0,1576.0,5.77989,3.818988444262243,1.0,-1.0,-1.0,-1.0,0.0,0.31003750786977086,1.0,1.0
154656,3.003,0.504,3.52,1.164,0.681,4.735,58.57,-19.0,-16.0,11.0,-19.0,-16.0,11.0,10.392,30.0,655.0,211.89,664.0,206.69,404.0,439.0,5.74935,8.372054313919172,10.0,672.6318604651162,201.22044658792115,10.4368127351443,1.0,0.4332182970470835,1.0,0.9
154684,3.003,0.504,3.52,5.7,0.712,0.816,50.91,13.0,10.0,13.0,13.0,10.0,13.0,19.218,128.6,661.0,183.02,673.0,198.03,404.0,397.0,5.7922,5.446718565615068,10.0,672.77374522293,197.7117862380084,0.2747242347861497,1.0,0.30020511173344183,1.0,1.0
154779,5.518,0.493,1.436,1.164,0.681,4.735,57.73,-9.0,-8.0,-4.0,-9.0,-8.0,-4.0,23.58,167.3,680.0,203.23,703.0,208.42,418.0,439.0,3.95842,8.238999999999919,10.0,676.2349448818898,202.0330644082495,3.186121190369197,1.0,0.27947738061917066,1.0,0.9
154785,5.518,0.493,1.436,5.7,0.712,0.816,30.17,-11.0,9.0,27.0,-11.0,9.0,27.0,25.06,176.0,682.0,198.61,707.0,200.34,418.0,397.0,5.42562,11.406292760871313,10.0,678.1005411764706,198.03423274406424,3.495846075031177,1.0,0.20033961126547495,1.0,0.8
155298,4.277,0.742,2.629,3.632,0.648,2.746,32.53,4.0,-16.0,15.0,4.0,-16.0,15.0,13.317,145.7,9.0,568.69,20.0,576.2,1339.0,1381.0,5.39865,2.399586375866427,6.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
